Date,Team,Result,Odds,My_Prob,Vegas_Prob,Edge,Bet_Pct,Bet_Amt,Profit,Bankroll
2021-12-25,DAL,LOSS,650.0,19.0%,13.3%,5.7%,1.0%,$19.18,-19.17601185371947,1923.9225176014488
2021-12-25,BOS,LOSS,270.0,31.8%,27.0%,4.8%,1.0%,$19.05,-19.05173871541128,1904.8707788860374
2021-12-25,ATL,LOSS,180.0,49.7%,35.7%,13.9%,3.1%,$57.15,-57.14612336658112,1847.7246555194563
2021-12-25,GSW,WIN,200.0,42.3%,33.3%,9.0%,1.0%,$18.48,36.95449311038913,1884.6791486298455
2021-12-26,LAC,LOSS,140.0,56.0%,41.7%,14.4%,3.1%,$56.54,-56.540374458895364,1828.1387741709502
2021-12-26,MEM,WIN,-140.0,69.7%,58.3%,11.4%,2.9%,$54.84,39.17440230366322,1867.3131764746136
2021-12-27,MIN,WIN,185.0,43.6%,35.1%,8.5%,1.0%,$18.67,34.545293764780354,1901.858470239394
2021-12-28,HOU,LOSS,190.0,43.8%,34.5%,9.4%,1.0%,$19.02,-19.01858470239394,1882.8398855369999
2021-12-28,TOR,LOSS,210.0,45.2%,32.3%,13.0%,1.0%,$18.83,-18.82839885537,1864.0114866816298
2021-12-28,ORL,LOSS,800.0,19.6%,11.1%,8.5%,1.0%,$18.64,-18.640114866816297,1845.3713718148135
2021-12-28,OKC,LOSS,190.0,38.2%,34.5%,3.7%,0.9%,$15.69,-15.687162155467302,1829.6842096593462
2021-12-29,OKC,LOSS,950.0,12.7%,9.5%,3.2%,0.5%,$9.73,-9.734765457157936,1819.9494442021883
2021-12-29,MEM,WIN,-250.0,78.2%,71.4%,6.7%,3.0%,$54.60,21.839393330426255,1841.7888375326145
2021-12-29,UTA,WIN,-320.0,79.8%,76.2%,3.6%,2.3%,$41.79,13.058024205200788,1854.8468617378153
2021-12-29,DAL,LOSS,-115.0,61.4%,53.5%,7.9%,2.6%,$47.41,-47.4116410641133,1807.435220673702
2021-12-29,CHA,WIN,145.0,49.0%,40.8%,8.2%,2.0%,$37.44,54.2903827381462,1861.7256034118482
2021-12-30,CLE,LOSS,145.0,50.9%,40.8%,10.1%,2.6%,$47.54,-47.54133275898881,1814.1842706528594
2021-12-30,ORL,LOSS,700.0,17.7%,12.5%,5.2%,0.9%,$16.30,-16.29695892376633,1797.887311729093
2021-12-30,BKN,LOSS,-200.0,68.4%,66.7%,1.7%,0.8%,$13.94,-13.935880942193963,1783.951430786899
2021-12-31,POR,LOSS,195.0,38.0%,33.9%,4.1%,0.9%,$16.56,-16.56457072778337,1767.3868600591156
2021-12-31,MIN,LOSS,550.0,19.0%,15.4%,3.6%,0.6%,$11.23,-11.229565877357011,1756.1572941817585
2021-12-31,MEM,WIN,-220.0,73.3%,68.8%,4.5%,2.1%,$38.02,17.282643987555215,1773.4399381693138
2021-12-31,MIA,WIN,-190.0,72.4%,65.5%,6.9%,2.9%,$52.94,27.865502919652645,1801.3054410889665
2021-12-31,DAL,WIN,-115.0,63.8%,53.5%,10.3%,2.9%,$54.04,46.990576724059984,1848.2960178130265
2021-12-31,CHI,WIN,-135.0,62.8%,57.4%,5.4%,1.9%,$35.09,25.993180245161298,1874.2891980581878
2021-12-31,PHX,LOSS,-150.0,64.9%,60.0%,4.9%,1.9%,$34.35,-34.3535914695951,1839.9356065885927
2022-01-01,GSW,WIN,190.0,44.7%,34.5%,10.2%,1.0%,$18.40,34.95877652518326,1874.894383113776
2022-01-01,NOP,LOSS,575.0,18.6%,14.8%,3.8%,0.7%,$12.40,-12.403095326164488,1862.4912877876116
2022-01-02,OKC,LOSS,400.0,24.0%,20.0%,4.0%,0.8%,$14.07,-14.067471376703397,1848.423816410908
2022-01-02,CLE,WIN,-175.0,72.9%,63.6%,9.3%,2.9%,$55.45,31.687265424186993,1880.111081835095
2022-01-02,MIA,LOSS,-165.0,67.7%,62.3%,5.5%,2.2%,$40.79,-40.79453922642984,1839.3165426086653
2022-01-03,MIN,WIN,140.0,44.2%,41.7%,2.6%,0.7%,$12.10,16.937416333789184,1856.2539589424543
2022-01-03,NOP,LOSS,330.0,26.8%,23.3%,3.6%,0.7%,$12.97,-12.969616657010802,1843.2843422854435
2022-01-03,DET,WIN,1100.0,15.2%,8.3%,6.9%,0.9%,$18.43,202.76127765139879,2046.0456199368423
2022-01-03,ORL,LOSS,750.0,13.6%,11.8%,1.8%,0.3%,$6.23,-6.23180759211797,2039.8138123447243
2022-01-03,CHA,LOSS,105.0,50.4%,48.8%,1.7%,0.5%,$9.90,-9.89541702605811,2029.9183953186662
2022-01-03,HOU,LOSS,650.0,15.8%,13.3%,2.5%,0.4%,$8.66,-8.658697960764107,2021.259697357902
2022-01-04,SAS,LOSS,245.0,31.2%,29.0%,2.2%,0.5%,$9.46,-9.460568138701994,2011.7991292192
2022-01-05,ATL,WIN,105.0,60.4%,48.8%,11.6%,2.9%,$60.35,63.37167257040479,2075.170801789605
2022-01-05,MIA,WIN,-140.0,66.6%,58.3%,8.3%,2.9%,$61.91,44.21983643575184,2119.3906382253567
2022-01-05,UTA,WIN,-110.0,61.9%,52.4%,9.5%,2.9%,$63.58,57.80156286069155,2177.192201086048
2022-01-05,IND,LOSS,310.0,35.2%,24.4%,10.8%,1.0%,$21.77,-21.771922010860482,2155.4202790751874
2022-01-05,SAS,WIN,270.0,29.2%,27.0%,2.2%,0.4%,$9.73,26.267531994564425,2181.6878110697517
2022-01-05,PHI,WIN,-350.0,80.1%,77.8%,2.4%,1.6%,$34.82,9.947219671498903,2191.6350307412504
2022-01-07,LAL,WIN,-120.0,66.9%,54.5%,12.3%,2.9%,$65.75,54.79087576853127,2246.4259065097817
2022-01-07,MIN,WIN,-185.0,69.0%,64.9%,4.1%,1.7%,$39.64,21.42753856801353,2267.853445077795
2022-01-07,CHI,WIN,-220.0,76.7%,68.8%,8.0%,3.0%,$68.04,30.925274251060845,2298.778719328856
2022-01-08,MIA,WIN,400.0,32.0%,20.0%,12.0%,1.0%,$22.99,91.95114877315424,2390.72986810201
2022-01-08,DET,WIN,-120.0,59.5%,54.5%,5.0%,1.6%,$39.47,32.89289170169321,2423.6227598037035
2022-01-08,MEM,WIN,-130.0,70.5%,56.5%,14.0%,2.9%,$72.71,55.92975599547007,2479.5525157991738
2022-01-09,POR,WIN,105.0,58.3%,48.8%,9.5%,2.7%,$68.93,72.3749247486356,2551.9274405478095
2022-01-09,GSW,WIN,-290.0,76.3%,74.4%,1.9%,1.1%,$28.24,9.737113094228333,2561.664553642038
2022-01-09,CLE,LOSS,245.0,30.7%,29.0%,1.7%,0.4%,$9.29,-9.29311442297366,2552.371439219064
2022-01-09,DAL,WIN,-130.0,66.0%,56.5%,9.4%,2.9%,$76.57,58.900879366593784,2611.272318585658
2022-01-09,SAS,LOSS,400.0,33.5%,20.0%,13.5%,1.0%,$26.11,-26.11272318585658,2585.159595399801
2022-01-09,MIN,WIN,-250.0,76.6%,71.4%,5.1%,2.7%,$69.69,27.87426117307125,2613.0338565728725
2022-01-09,TOR,WIN,-280.0,77.5%,73.7%,3.9%,2.2%,$57.53,20.547149807930765,2633.5810063808035
2022-01-09,ORL,LOSS,240.0,31.2%,29.4%,1.8%,0.4%,$10.04,-10.036153426471717,2623.544852954332
2022-01-09,OKC,LOSS,235.0,34.8%,29.9%,5.0%,1.0%,$26.24,-26.23544852954332,2597.3094044247887
2022-01-10,CLE,WIN,-210.0,74.9%,67.7%,7.2%,3.0%,$77.92,37.10442006321127,2634.413824488
2022-01-10,SAS,LOSS,215.0,35.8%,31.7%,4.0%,0.9%,$23.37,-23.367857911771793,2611.0459665762282
2022-01-10,IND,LOSS,330.0,26.3%,23.3%,3.1%,0.6%,$15.75,-15.753258636128429,2595.2927079400997
2022-01-10,DET,WIN,525.0,22.2%,16.0%,6.2%,1.0%,$25.95,136.25286716685522,2731.545575106955
2022-01-10,CHA,WIN,120.0,58.4%,45.5%,12.9%,2.9%,$81.95,98.33564070385039,2829.8812158108053
2022-01-10,POR,WIN,290.0,31.3%,25.6%,5.6%,1.0%,$28.30,82.06655525851335,2911.9477710693186
2022-01-11,LAC,WIN,125.0,48.9%,44.4%,4.5%,1.2%,$35.05,43.813490428547084,2955.7612614978657
2022-01-11,NOP,WIN,140.0,49.2%,41.7%,7.5%,1.9%,$56.92,79.68128170215248,3035.442543200018
2022-01-11,DET,LOSS,750.0,16.0%,11.8%,4.2%,0.7%,$21.73,-21.734489307419725,3013.7080538925984
2022-01-12,LAL,LOSS,-160.0,66.9%,61.5%,5.4%,2.1%,$63.23,-63.233795310978714,2950.47425858162
2022-01-12,CHI,LOSS,100.0,62.7%,50.0%,12.7%,3.1%,$88.51,-88.5142277574486,2861.960030824171
2022-01-12,CLE,WIN,175.0,47.4%,36.4%,11.0%,2.5%,$74.29,130.00726333711123,2991.9672941612826
2022-01-12,PHI,LOSS,-220.0,73.0%,68.8%,4.3%,2.1%,$61.66,-61.66163040420659,2930.3056637570758
2022-01-12,BOS,WIN,100.0,60.8%,50.0%,10.8%,2.9%,$87.91,87.90916991271227,3018.214833669788
2022-01-13,POR,LOSS,475.0,21.3%,17.4%,3.9%,0.7%,$21.50,-21.495813281532115,2996.7190203882556
2022-01-13,BKN,LOSS,-210.0,70.1%,67.7%,2.4%,1.1%,$33.07,-33.07180238162579,2963.64721800663
2022-01-13,NOP,WIN,-180.0,72.8%,64.3%,8.5%,3.0%,$88.91,49.394120300110494,3013.0413383067403
2022-01-13,GSW,LOSS,100.0,60.8%,50.0%,10.8%,3.1%,$90.39,-90.3912401492022,2922.650098157538
2022-01-14,HOU,LOSS,190.0,45.2%,34.5%,10.7%,1.0%,$29.23,-29.226500981575384,2893.4235971759626
2022-01-14,CLE,WIN,-150.0,70.6%,60.0%,10.6%,2.9%,$86.80,57.86847194351924,2951.2920691194818
2022-01-14,MIA,WIN,-215.0,82.1%,68.3%,13.8%,3.0%,$88.54,41.18081956910904,2992.472888688591
2022-01-14,PHI,WIN,-150.0,70.2%,60.0%,10.2%,2.9%,$89.77,59.849457773771796,3052.322346462363
2022-01-14,PHX,WIN,-210.0,72.3%,67.7%,4.6%,2.1%,$64.88,30.89340721894127,3083.2157536813042
2022-01-14,DET,WIN,340.0,35.6%,22.7%,12.9%,1.0%,$30.83,104.82933562516436,3188.0450893064685
2022-01-14,ORL,WIN,475.0,19.3%,17.4%,1.9%,0.3%,$11.01,52.285864859611856,3240.3309541660806
2022-01-15,CHI,LOSS,260.0,30.0%,27.8%,2.2%,0.5%,$14.89,-14.885369167268255,3225.445584998812
2022-01-15,LAC,LOSS,-105.0,53.6%,51.2%,2.4%,0.8%,$24.05,-24.051887011105272,3201.3936979877067
2022-01-15,DEN,WIN,-185.0,71.3%,64.9%,6.4%,2.7%,$87.37,47.224992110284866,3248.6186900979915
2022-01-15,NOP,LOSS,175.0,43.1%,36.4%,6.8%,1.6%,$51.74,-51.736966159265705,3196.881723938726
2022-01-15,NYK,WIN,105.0,62.3%,48.8%,13.5%,2.9%,$95.91,100.70177430406984,3297.5834982427955
2022-01-15,POR,WIN,240.0,34.4%,29.4%,5.0%,1.0%,$32.98,79.14200395782709,3376.7255022006225
2022-01-15,TOR,WIN,280.0,40.8%,26.3%,14.5%,1.0%,$33.77,94.54831406161742,3471.27381626224
2022-01-15,CLE,WIN,-200.0,69.1%,66.7%,2.5%,1.1%,$38.48,19.241718516666243,3490.5155347789064
2022-01-16,GSW,LOSS,170.0,51.9%,37.0%,14.8%,3.1%,$104.72,-104.71546604336719,3385.8000687355393
2022-01-16,HOU,WIN,165.0,45.4%,37.7%,7.6%,1.8%,$62.24,102.70059244497065,3488.50066118051
2022-01-16,DET,LOSS,550.0,25.8%,15.4%,10.4%,1.0%,$34.89,-34.8850066118051,3453.615654568705
2022-01-17,LAL,WIN,190.0,47.0%,34.5%,12.5%,1.0%,$34.54,65.61869743680539,3519.23435200551
2022-01-17,PHX,WIN,-170.0,72.7%,63.0%,9.8%,2.9%,$105.58,62.10413562362666,3581.3384876291366
2022-01-17,POR,WIN,-130.0,70.6%,56.5%,14.1%,2.9%,$107.44,82.6462727914416,3663.9847604205784
2022-01-17,MIL,LOSS,-210.0,73.3%,67.7%,5.5%,2.6%,$94.34,-94.33950873172692,3569.6452516888517
2022-01-17,PHI,LOSS,-125.0,63.0%,55.6%,7.4%,2.6%,$89.10,-89.098719518557,3480.5465321702945
2022-01-17,LAC,WIN,-130.0,62.7%,56.5%,6.2%,2.1%,$73.96,56.892127507817335,3537.438659678112
2022-01-17,BOS,WIN,-180.0,73.8%,64.3%,9.6%,3.0%,$106.12,58.9573109946352,3596.395970672747
2022-01-17,ATL,WIN,180.0,38.1%,35.7%,2.4%,0.6%,$20.40,36.72889395451812,3633.124864627265
2022-01-17,CLE,WIN,-160.0,75.7%,61.5%,14.1%,2.9%,$108.99,68.12109121176123,3701.2459558390265
2022-01-17,IND,LOSS,110.0,51.6%,47.6%,4.0%,1.2%,$42.61,-42.60997439617866,3658.635981442848
2022-01-18,NYK,LOSS,155.0,46.5%,39.2%,7.3%,1.8%,$65.81,-65.80940951705806,3592.8265719257897
2022-01-18,DET,LOSS,1000.0,21.1%,9.1%,12.0%,1.0%,$35.93,-35.9282657192579,3556.8983062065317
2022-01-19,HOU,WIN,750.0,18.7%,11.8%,6.9%,0.9%,$35.57,266.7673729654899,3823.6656791720216
2022-01-19,LAC,LOSS,350.0,28.4%,22.2%,6.2%,1.0%,$38.24,-38.236656791720215,3785.4290223803014
2022-01-19,OKC,LOSS,240.0,38.0%,29.4%,8.6%,1.0%,$37.85,-37.85429022380301,3747.574732156498
2022-01-19,ORL,LOSS,575.0,18.0%,14.8%,3.2%,0.6%,$20.84,-20.835374880786905,3726.7393572757114
2022-01-20,IND,WIN,850.0,18.4%,10.5%,7.8%,0.9%,$37.27,316.77284536843547,4043.512202644147
2022-01-21,DET,LOSS,750.0,25.0%,11.8%,13.2%,1.0%,$40.44,-40.43512202644147,4003.077080617705
2022-01-21,BKN,WIN,100.0,60.7%,50.0%,10.7%,2.9%,$120.09,120.09231241853115,4123.169393036236
2022-01-21,LAL,WIN,-190.0,75.6%,65.5%,10.1%,3.0%,$123.70,65.10267462688792,4188.272067663124
2022-01-22,IND,LOSS,625.0,16.8%,13.8%,3.1%,0.5%,$22.25,-22.25139621549353,4166.020671447631
2022-01-22,OKC,LOSS,600.0,18.1%,14.3%,3.8%,0.7%,$27.81,-27.807996939964106,4138.212674507667
2022-01-22,MIL,WIN,-320.0,82.0%,76.2%,5.8%,3.0%,$124.15,38.795743823509376,4177.008418331176
2022-01-23,DET,LOSS,550.0,24.8%,15.4%,9.4%,1.0%,$41.77,-41.77008418331176,4135.2383341478635
2022-01-23,MIN,WIN,-145.0,65.1%,59.2%,5.9%,2.1%,$90.21,62.21322405818754,4197.451558206051
2022-01-23,DAL,WIN,-170.0,70.9%,63.0%,8.0%,2.9%,$125.92,74.07267455657738,4271.524232762628
2022-01-23,PHI,WIN,-120.0,62.0%,54.5%,7.5%,2.4%,$105.62,88.01940821187374,4359.5436409745025
2022-01-23,CHA,LOSS,-125.0,68.7%,55.6%,13.1%,3.1%,$130.79,-130.78630922923506,4228.757331745267
2022-01-23,POR,WIN,280.0,28.8%,26.3%,2.5%,0.5%,$21.50,60.19379476576402,4288.951126511031
2022-01-23,CHI,LOSS,-160.0,74.4%,61.5%,12.9%,3.1%,$128.67,-128.66853379533094,4160.2825927157
2022-01-23,MIA,WIN,-170.0,77.5%,63.0%,14.6%,2.9%,$124.81,73.41675163615943,4233.6993443518595
2022-01-23,NYK,WIN,-175.0,71.5%,63.6%,7.9%,2.9%,$127.01,72.57770304603187,4306.277047397892
2022-01-24,CHI,WIN,-110.0,59.5%,52.4%,7.1%,2.2%,$96.82,88.02227901671647,4394.299326414608
2022-01-24,UTA,LOSS,600.0,17.0%,14.3%,2.7%,0.5%,$20.95,-20.947197188027598,4373.3521292265805
2022-01-24,CLE,WIN,-190.0,70.2%,65.5%,4.6%,2.0%,$88.15,46.39529477894477,4419.747424005525
2022-01-24,NOP,WIN,-165.0,68.5%,62.3%,6.2%,2.4%,$108.95,66.02938688678502,4485.77681089231
2022-01-25,GSW,WIN,-165.0,66.7%,62.3%,4.4%,1.7%,$78.56,47.61438509201933,4533.391195984329
2022-01-25,DAL,LOSS,145.0,52.3%,40.8%,11.5%,3.0%,$131.88,-131.87662355416103,4401.514572430168
2022-01-25,SAS,WIN,-185.0,69.5%,64.9%,4.6%,1.9%,$86.56,46.78807717916438,4448.302649609333
2022-01-25,HOU,LOSS,165.0,43.7%,37.7%,6.0%,1.5%,$64.00,-63.995475184339796,4384.307174424993
2022-01-25,LAC,WIN,175.0,45.2%,36.4%,8.8%,2.0%,$90.86,159.01125308917943,4543.318427514172
2022-01-25,BOS,WIN,-420.0,84.2%,80.8%,3.4%,2.6%,$120.09,28.59255356882189,4571.910981082994
2022-01-25,NOP,LOSS,475.0,20.9%,17.4%,3.5%,0.6%,$28.81,-28.80981370138727,4543.1011673816065
2022-01-25,DET,LOSS,235.0,34.9%,29.9%,5.0%,1.0%,$45.43,-45.431011673816066,4497.67015570779
2022-01-25,TOR,WIN,105.0,58.7%,48.8%,9.9%,2.8%,$130.05,136.54783809876986,4634.21799380656
2022-01-26,MEM,WIN,-170.0,69.2%,63.0%,6.2%,2.5%,$117.22,68.9554214299644,4703.173415236524
2022-01-26,MIA,WIN,-240.0,76.4%,70.6%,5.9%,2.9%,$140.46,58.52458639964209,4761.698001636167
2022-01-26,DAL,WIN,-180.0,67.6%,64.3%,3.3%,1.4%,$65.53,36.40316904827238,4798.101170684439
2022-01-26,CHA,WIN,-130.0,62.9%,56.5%,6.4%,2.2%,$105.68,81.2922317362191,4879.393402420658
2022-01-26,TOR,LOSS,160.0,45.1%,38.5%,6.7%,1.6%,$79.13,-79.13350606853116,4800.259896352127
2022-01-26,LAC,WIN,100.0,63.9%,50.0%,13.9%,2.9%,$144.01,144.0077968905638,4944.26769324269
2022-01-27,GSW,WIN,-240.0,75.3%,70.6%,4.7%,2.4%,$118.84,49.51676419727681,4993.784457439967
2022-01-27,PHI,WIN,-240.0,77.0%,70.6%,6.4%,3.0%,$149.81,62.4223057179996,5056.206763157967
2022-01-28,MEM,WIN,-220.0,77.8%,68.8%,9.1%,3.0%,$151.69,68.94827404306318,5125.15503720103
2022-01-28,CHI,LOSS,110.0,52.9%,47.6%,5.3%,1.5%,$78.13,-78.13381532550592,5047.021221875524
2022-01-28,POR,WIN,-150.0,74.0%,60.0%,14.0%,2.9%,$151.41,100.94042443751046,5147.961646313034
2022-01-28,NYK,LOSS,320.0,29.9%,23.8%,6.1%,1.0%,$51.48,-51.47961646313034,5096.4820298499035
2022-01-28,MIA,WIN,-370.0,80.4%,78.7%,1.7%,1.2%,$60.57,16.369830834231646,5112.851860684135
2022-01-28,BOS,LOSS,115.0,48.2%,46.5%,1.7%,0.5%,$24.05,-24.0514282921818,5088.800432391953
2022-01-28,ATL,WIN,-135.0,59.0%,57.4%,1.5%,0.5%,$27.46,20.34326717058285,5109.143699562536
2022-01-28,DET,LOSS,145.0,49.2%,40.8%,8.4%,2.2%,$108.27,-108.2697196040298,5000.873979958506
2022-01-28,LAL,LOSS,340.0,24.7%,22.7%,2.0%,0.4%,$19.19,-19.189099514017386,4981.684880444489
2022-01-29,MEM,WIN,-220.0,78.0%,68.8%,9.2%,3.0%,$149.45,67.93206655151576,5049.616946996005
2022-01-29,MIA,LOSS,-145.0,73.2%,59.2%,14.1%,3.1%,$151.49,-151.48850840988015,4898.1284385861245
2022-01-29,NOP,LOSS,200.0,37.8%,33.3%,4.5%,1.0%,$48.98,-48.981284385861244,4849.147154200264
2022-01-30,SAS,LOSS,650.0,16.4%,13.3%,3.0%,0.5%,$25.35,-25.354708238728087,4823.792445961536
2022-01-30,MIN,WIN,-135.0,69.6%,57.4%,12.1%,2.9%,$144.71,107.19538768803412,4930.98783364957
2022-01-30,DAL,LOSS,-190.0,69.9%,65.5%,4.4%,1.9%,$94.03,-94.0335436219139,4836.9542900276565
2022-01-30,POR,LOSS,180.0,46.2%,35.7%,10.5%,2.5%,$118.57,-118.56821544172313,4718.386074585934
2022-01-30,LAC,WIN,200.0,35.1%,33.3%,1.7%,0.4%,$18.37,36.73569416680714,4755.1217687527405
2022-01-31,ATL,LOSS,115.0,56.3%,46.5%,9.8%,2.8%,$130.20,-130.19838512537638,4624.923383627364
2022-01-31,NYK,WIN,-290.0,80.2%,74.4%,5.8%,3.0%,$138.75,47.8440350030417,4672.767418630406
2022-01-31,CLE,WIN,-190.0,68.6%,65.5%,3.0%,1.3%,$61.70,32.47540658880976,4705.242825219216
2022-01-31,LAC,LOSS,-110.0,57.2%,52.4%,4.8%,1.5%,$70.70,-70.69900546716023,4634.543819752055
2022-02-01,TOR,WIN,-125.0,66.1%,55.6%,10.6%,2.9%,$139.04,111.22905167404932,4745.772871426105
2022-02-01,PHX,WIN,-280.0,81.7%,73.7%,8.0%,3.0%,$142.37,50.847566479565415,4796.62043790567
2022-02-01,GSW,WIN,210.0,47.0%,32.3%,14.7%,1.0%,$47.97,100.72902919601907,4897.349467101689
2022-02-01,ORL,LOSS,300.0,28.5%,25.0%,3.5%,0.7%,$34.70,-34.70357961162365,4862.645887490065
2022-02-01,MIN,WIN,-125.0,58.6%,55.6%,3.0%,1.0%,$49.57,39.654359489594746,4902.30024697966
2022-02-02,POR,LOSS,155.0,46.4%,39.2%,7.2%,1.8%,$87.50,-87.50080463698421,4814.799442342676
2022-02-02,SAC,WIN,180.0,37.2%,35.7%,1.5%,0.4%,$17.23,31.019755712270026,4845.819198054946
2022-02-02,BKN,LOSS,-210.0,70.8%,67.7%,3.0%,1.4%,$67.90,-67.90364989949083,4777.915548155455
2022-02-02,DEN,LOSS,215.0,41.1%,31.7%,9.3%,1.0%,$47.78,-47.779155481554554,4730.1363926739
2022-02-02,OKC,WIN,550.0,18.7%,15.4%,3.4%,0.6%,$28.21,155.17915220535772,4885.315544879259
2022-02-02,MEM,WIN,-170.0,66.3%,63.0%,3.4%,1.4%,$66.79,39.28910602587773,4924.604650905137
2022-02-02,BOS,WIN,-245.0,78.0%,71.0%,7.0%,3.0%,$147.74,60.30128143965473,4984.905932344791
2022-02-02,CLE,LOSS,-190.0,72.1%,65.5%,6.6%,2.9%,$142.40,-142.39738265597927,4842.508549688811
2022-02-03,LAC,WIN,-165.0,64.4%,62.3%,2.1%,0.8%,$41.01,24.854539289142654,4867.363088977954
2022-02-03,PHX,LOSS,-155.0,64.2%,60.8%,3.4%,1.3%,$63.10,-63.100339358652555,4804.262749619302
2022-02-03,SAS,LOSS,260.0,30.2%,27.8%,2.5%,0.5%,$24.57,-24.57435920355913,4779.688390415743
2022-02-03,TOR,WIN,-190.0,76.3%,65.5%,10.7%,3.0%,$143.39,75.46876405919592,4855.157154474939
2022-02-04,OKC,WIN,200.0,40.6%,33.3%,7.3%,1.0%,$48.55,97.10314308949877,4952.260297564438
2022-02-04,UTA,WIN,-220.0,77.5%,68.8%,8.8%,3.0%,$148.57,67.53082223951506,5019.791119803953
2022-02-04,HOU,LOSS,270.0,34.5%,27.0%,7.5%,1.0%,$50.20,-50.19791119803953,4969.593208605913
2022-02-04,TOR,WIN,-130.0,63.6%,56.5%,7.1%,2.4%,$121.32,93.32020561429351,5062.9134142202065
2022-02-04,CHI,WIN,-115.0,56.8%,53.5%,3.3%,1.1%,$53.71,46.70090811143376,5109.61432233164
2022-02-04,CLE,WIN,200.0,47.6%,33.3%,14.3%,1.0%,$51.10,102.1922864466328,5211.806608778274
2022-02-05,OKC,LOSS,270.0,36.5%,27.0%,9.5%,1.0%,$52.12,-52.118066087782736,5159.688542690491
2022-02-05,POR,LOSS,425.0,24.6%,19.0%,5.5%,1.0%,$51.60,-51.59688542690491,5108.091657263586
2022-02-05,NYK,LOSS,180.0,39.2%,35.7%,3.5%,0.8%,$41.30,-41.30411000833179,5066.787547255254
2022-02-05,PHX,WIN,-330.0,79.4%,76.7%,2.6%,1.7%,$85.40,25.877991794023913,5092.665539049278
2022-02-05,MIA,WIN,-140.0,63.9%,58.3%,5.5%,2.0%,$101.38,72.41334991033119,5165.078888959609
2022-02-06,LAC,LOSS,180.0,47.8%,35.7%,12.0%,2.9%,$145.11,-145.11083434322256,5019.968054616386
2022-02-06,NOP,WIN,-270.0,75.4%,73.0%,2.5%,1.4%,$68.45,25.351130659320567,5045.319185275707
2022-02-06,CLE,WIN,-270.0,76.5%,73.0%,3.6%,2.0%,$99.60,36.89060063247213,5082.20978590818
2022-02-06,DEN,WIN,-350.0,80.4%,77.8%,2.6%,1.7%,$88.32,25.233856947245695,5107.443642855425
2022-02-06,DET,LOSS,600.0,16.8%,14.3%,2.5%,0.4%,$22.49,-22.49391337614167,5084.949729479284
2022-02-06,CHI,LOSS,150.0,43.5%,40.0%,3.5%,0.9%,$44.21,-44.20702948029671,5040.742699998987
2022-02-07,OKC,LOSS,600.0,17.9%,14.3%,3.6%,0.6%,$31.89,-31.887228868944295,5008.855471130042
2022-02-07,PHX,WIN,-265.0,74.4%,72.6%,1.7%,1.0%,$47.96,18.099787593218508,5026.955258723261
2022-02-07,TOR,WIN,-120.0,65.1%,54.5%,10.6%,2.9%,$150.81,125.67388146808153,5152.629140191342
2022-02-08,MEM,WIN,-335.0,79.4%,77.0%,2.4%,1.5%,$79.30,23.672154915711165,5176.301295107053
2022-02-08,IND,LOSS,600.0,19.0%,14.3%,4.7%,0.8%,$42.27,-42.27202588935132,5134.029269217702
2022-02-08,PHX,WIN,100.0,58.4%,50.0%,8.4%,2.5%,$129.33,129.33315460594798,5263.36242382365
2022-02-08,NOP,WIN,-400.0,83.8%,80.0%,3.8%,2.8%,$150.41,37.60325271248386,5300.965676536133
2022-02-09,SAC,WIN,270.0,30.9%,27.0%,3.9%,0.8%,$42.11,113.70664548339379,5414.672322019527
2022-02-09,POR,WIN,380.0,35.8%,20.8%,15.0%,1.0%,$54.15,205.75754823674202,5620.429870256269
2022-02-09,GSW,LOSS,100.0,53.1%,50.0%,3.1%,0.9%,$52.29,-52.294543551811586,5568.135326704458
2022-02-09,CHI,WIN,-125.0,64.8%,55.6%,9.3%,2.9%,$167.04,133.635247840907,5701.770574545365
2022-02-09,OKC,LOSS,425.0,21.1%,19.0%,2.1%,0.4%,$22.21,-22.20537461698008,5679.565199928385
2022-02-09,CHA,LOSS,105.0,55.4%,48.8%,6.6%,2.0%,$110.52,-110.5195417240781,5569.045658204306
2022-02-09,CLE,WIN,-220.0,74.0%,68.8%,5.2%,2.5%,$139.82,63.553698438678694,5632.599356642985
2022-02-10,PHX,WIN,-155.0,75.6%,60.8%,14.8%,2.9%,$168.98,109.01805206405776,5741.617408707043
2022-02-10,TOR,WIN,-320.0,80.5%,76.2%,4.3%,2.7%,$155.90,48.718589577856555,5790.3359982849
2022-02-10,DAL,WIN,-260.0,78.4%,72.2%,6.2%,3.0%,$173.71,66.81156921097961,5857.147567495879
2022-02-10,DET,LOSS,525.0,20.1%,16.0%,4.1%,0.7%,$42.59,-42.588424013645486,5814.559143482234
2022-02-11,BOS,WIN,-250.0,77.7%,71.4%,6.3%,3.0%,$174.44,69.77470972178679,5884.333853204021
2022-02-11,ORL,LOSS,550.0,20.2%,15.4%,4.8%,0.9%,$50.33,-50.33172942693883,5834.002123777082
2022-02-11,SAS,WIN,320.0,30.3%,23.8%,6.5%,1.0%,$58.34,186.68806796086665,6020.690191737948
2022-02-11,OKC,LOSS,700.0,19.0%,12.5%,6.5%,1.0%,$60.21,-60.20690191737948,5960.483289820569
2022-02-11,DET,LOSS,205.0,40.1%,32.8%,7.4%,1.0%,$59.60,-59.604832898205686,5900.878456922363
