Date,Team,Matchup,Result,Start Elo,Win Prob,Elo Change,New Elo
2026-01-04,WAS,WAS vs. MIN,L,1384.7,24.5%,-4.9,1379.8
2026-01-04,DET,DET @ CLE,W,1627.9,59.1%,+8.18,1636.0
2026-01-04,NOP,NOP @ MIA,L,1298.3,20.3%,-4.06,1294.2
2026-01-04,MIL,MIL @ SAC,W,1408.6,64.2%,+7.17,1415.8
2026-01-04,MIA,MIA vs. NOP,W,1542.8,80.9%,+3.81,1546.6
2026-01-04,MEM,MEM @ LAL,L,1473.4,47.5%,-9.49,1463.9
2026-01-04,LAL,LAL vs. MEM,W,1500.1,55.1%,+8.97,1509.1
2026-01-04,OKC,OKC @ PHX,L,1808.6,77.0%,-15.4,1793.2
2026-01-04,IND,IND @ ORL,L,1206.7,16.1%,-3.22,1203.5
2026-01-04,MIN,MIN @ WAS,W,1568.3,72.9%,+5.42,1573.7
2026-01-04,ORL,ORL vs. IND,W,1496.8,84.4%,+3.12,1499.9
2026-01-04,DEN,DEN @ BKN,L,1560.0,68.6%,-13.73,1546.2
2026-01-04,PHX,PHX vs. OKC,W,1611.5,25.7%,+14.85,1626.4
2026-01-04,CLE,CLE vs. DET,L,1557.8,39.2%,-7.84,1550.0
2026-01-04,BKN,BKN vs. DEN,W,1402.6,26.3%,+14.73,1417.3
2026-01-04,SAC,SAC vs. MIL,L,1295.3,32.7%,-6.54,1288.8
2026-01-03,GSW,GSW vs. UTA,W,1565.5,66.4%,+6.72,1572.2
2026-01-03,DAL,DAL vs. HOU,W,1410.5,21.3%,+15.74,1426.2
2026-01-03,HOU,HOU @ DAL,L,1658.0,82.4%,-16.47,1641.5
2026-01-03,UTA,UTA @ GSW,L,1455.2,35.7%,-7.14,1448.0
2026-01-03,LAC,LAC vs. BOS,L,1613.1,48.6%,-9.72,1603.4
2026-01-03,TOR,TOR vs. ATL,W,1471.1,51.7%,+9.65,1480.8
2026-01-03,MIA,MIA vs. MIN,L,1566.1,54.0%,-10.8,1555.3
2026-01-03,ATL,ATL @ TOR,L,1479.3,54.1%,-10.82,1468.5
2026-01-03,CHI,CHI vs. CHA,L,1408.2,48.7%,-9.74,1398.4
2026-01-03,CHA,CHA @ CHI,W,1400.5,46.5%,+10.7,1411.2
2026-01-03,MIN,MIN @ MIA,W,1555.6,51.0%,+9.8,1565.4
2026-01-03,BOS,BOS @ LAC,W,1656.2,60.8%,+7.84,1664.0
2026-01-03,PHI,PHI @ NYK,W,1493.9,37.2%,+12.56,1506.5
2026-01-03,SAS,SAS vs. POR,L,1637.8,72.7%,-14.54,1623.3
2026-01-03,NYK,NYK vs. PHI,L,1566.4,57.7%,-11.54,1554.9
2026-01-03,POR,POR @ SAS,W,1451.7,23.8%,+15.24,1466.9
2026-01-02,DEN,DEN @ CLE,L,1599.9,57.8%,-11.56,1588.3
2026-01-02,PHX,PHX vs. SAC,W,1586.3,82.3%,+3.55,1589.8
2026-01-02,GSW,GSW vs. OKC,L,1587.3,24.9%,-4.99,1582.3
2026-01-02,NOP,NOP vs. POR,L,1309.9,32.1%,-6.42,1303.5
2026-01-02,ORL,ORL @ CHI,L,1521.3,67.1%,-13.42,1507.9
2026-01-02,IND,IND vs. SAS,L,1208.7,7.2%,-1.45,1207.3
2026-01-02,POR,POR @ NOP,W,1430.3,65.4%,+6.92,1437.2
2026-01-02,CLE,CLE vs. DEN,W,1556.0,45.2%,+10.95,1567.0
2026-01-02,OKC,OKC @ GSW,W,1797.2,78.8%,+4.24,1801.5
2026-01-02,BKN,BKN @ WAS,L,1427.5,58.0%,-11.59,1415.9
2026-01-02,LAL,LAL vs. MEM,W,1471.3,46.9%,+10.63,1481.9
2026-01-02,MEM,MEM @ LAL,L,1484.0,50.5%,-10.1,1473.9
2026-01-02,SAC,SAC @ PHX,L,1314.4,16.9%,-3.37,1311.1
2026-01-02,NYK,NYK vs. ATL,L,1639.4,77.4%,-15.49,1623.9
2026-01-02,CHI,CHI vs. ORL,W,1413.1,37.0%,+12.6,1425.7
2026-01-02,ATL,ATL @ NYK,W,1455.9,29.4%,+14.13,1470.0
2026-01-02,SAS,SAS @ IND,W,1650.4,92.7%,+1.47,1651.9
2026-01-02,WAS,WAS vs. BKN,W,1347.7,35.5%,+12.9,1360.6
2026-01-02,MIL,MIL vs. CHA,W,1399.3,48.5%,+10.3,1409.6
2026-01-02,CHA,CHA @ MIL,L,1405.6,50.3%,-10.06,1395.6
2026-01-01,BKN,BKN vs. HOU,L,1477.6,29.2%,-5.83,1471.8
2026-01-01,UTA,UTA @ LAC,L,1473.7,33.3%,-6.66,1467.1
2026-01-01,DAL,DAL vs. PHI,L,1420.4,43.8%,-8.76,1411.6
2026-01-01,PHI,PHI @ DAL,W,1481.6,61.2%,+7.76,1489.4
2026-01-01,MIA,MIA @ DET,W,1553.2,37.6%,+12.47,1565.6
2026-01-01,HOU,HOU @ BKN,W,1647.7,74.5%,+5.11,1652.8
2026-01-01,LAC,LAC vs. UTA,W,1605.7,69.5%,+6.1,1611.8
2026-01-01,BOS,BOS @ SAC,W,1612.9,83.6%,+3.28,1616.2
2026-01-01,DET,DET vs. MIA,L,1657.5,66.8%,-13.35,1644.2
2026-01-01,SAC,SAC vs. BOS,L,1325.4,15.7%,-3.14,1322.3
2025-12-31,PHX,PHX @ CLE,L,1609.9,62.4%,-12.48,1597.4
2025-12-31,SAS,SAS vs. NYK,W,1645.7,50.2%,+9.95,1655.6
2025-12-31,CHA,CHA vs. GSW,L,1422.1,29.3%,-5.87,1416.3
2025-12-31,MIN,MIN @ ATL,L,1580.0,75.6%,-15.13,1564.9
2025-12-31,MIL,MIL vs. WAS,L,1406.9,59.5%,-11.9,1395.0
2025-12-31,CHI,CHI vs. NOP,W,1386.5,58.0%,+8.4,1394.9
2025-12-31,NYK,NYK @ SAS,L,1650.4,51.6%,-10.32,1640.1
2025-12-31,OKC,OKC vs. POR,W,1769.7,87.0%,+2.6,1772.3
2025-12-31,CLE,CLE vs. PHX,W,1499.3,31.7%,+13.66,1512.9
2025-12-31,ORL,ORL @ IND,W,1517.9,85.2%,+2.96,1520.9
2025-12-31,POR,POR @ OKC,L,1435.6,12.5%,-2.5,1433.1
2025-12-31,IND,IND vs. ORL,L,1212.1,14.6%,-2.91,1209.2
2025-12-31,GSW,GSW @ CHA,W,1582.2,72.4%,+5.53,1587.7
2025-12-31,DEN,DEN @ TOR,W,1590.7,68.0%,+6.41,1597.1
2025-12-31,NOP,NOP @ CHI,L,1346.6,46.6%,-9.32,1337.3
2025-12-31,TOR,TOR vs. DEN,L,1456.0,31.0%,-6.2,1449.8
2025-12-31,ATL,ATL vs. MIN,W,1338.5,16.1%,+16.77,1355.3
2025-12-31,WAS,WAS @ MIL,W,1333.5,38.7%,+12.26,1345.8
2025-12-30,SAC,SAC @ LAC,L,1350.3,21.6%,-4.33,1346.0
2025-12-30,DET,DET @ LAL,W,1630.1,68.0%,+6.39,1636.5
2025-12-30,LAL,LAL vs. DET,L,1486.1,28.9%,-5.77,1480.3
2025-12-30,LAC,LAC vs. SAC,W,1586.6,80.7%,+3.85,1590.4
2025-12-30,UTA,UTA vs. BOS,L,1484.1,33.6%,-6.72,1477.3
2025-12-30,BOS,BOS @ UTA,W,1594.0,64.2%,+7.16,1601.1
2025-12-30,MEM,MEM vs. PHI,L,1511.8,59.5%,-11.9,1499.9
2025-12-30,PHI,PHI @ MEM,W,1455.6,43.5%,+11.31,1466.9
2025-12-29,CHA,CHA vs. MIL,L,1457.1,61.1%,-12.22,1444.9
2025-12-29,TOR,TOR vs. ORL,W,1448.1,38.5%,+12.31,1460.4
2025-12-29,CLE,CLE @ SAS,W,1439.2,18.3%,+16.35,1455.6
2025-12-29,MIN,MIN @ CHI,W,1614.0,79.3%,+4.15,1618.1
2025-12-29,PHX,PHX @ WAS,W,1628.3,84.2%,+3.16,1631.4
2025-12-29,NYK,NYK @ NOP,W,1648.2,84.9%,+3.03,1651.3
2025-12-29,SAS,SAS vs. CLE,L,1669.4,76.0%,-15.2,1654.2
2025-12-29,HOU,HOU vs. IND,W,1630.8,91.7%,+1.67,1632.5
2025-12-29,POR,POR vs. DAL,W,1426.9,49.1%,+10.17,1437.1
2025-12-29,GSW,GSW @ BKN,W,1547.0,55.9%,+8.81,1555.8
2025-12-29,ATL,ATL @ OKC,L,1341.3,7.9%,-1.59,1339.7
2025-12-29,MIL,MIL @ CHA,W,1398.7,44.5%,+11.1,1409.8
2025-12-29,NOP,NOP vs. NYK,L,1351.8,15.6%,-3.12,1348.7
2025-12-29,DAL,DAL @ POR,L,1427.2,49.2%,-9.85,1417.4
2025-12-29,BKN,BKN vs. GSW,L,1492.5,40.4%,-8.08,1484.4
2025-12-29,MIA,MIA vs. DEN,W,1508.8,34.7%,+13.06,1521.8
2025-12-29,WAS,WAS vs. PHX,L,1343.7,16.8%,-3.35,1340.3
2025-12-29,DEN,DEN @ MIA,L,1659.8,75.2%,-15.03,1644.7
2025-12-29,ORL,ORL @ TOR,L,1524.3,60.0%,-12.01,1512.3
2025-12-29,IND,IND @ HOU,L,1215.8,8.5%,-1.69,1214.1
2025-12-29,CHI,CHI vs. MIN,L,1398.2,24.2%,-4.83,1393.4
2025-12-29,OKC,OKC vs. ATL,W,1768.5,92.2%,+1.56,1770.1
2025-12-28,POR,POR vs. BOS,W,1412.0,24.4%,+15.13,1427.1
2025-12-28,LAL,LAL vs. SAC,W,1488.5,67.6%,+6.47,1495.0
2025-12-28,DET,DET @ LAC,L,1670.8,68.8%,-13.77,1657.1
2025-12-28,WAS,WAS vs. MEM,W,1316.4,21.7%,+15.65,1332.1
2025-12-28,OKC,OKC vs. PHI,W,1763.1,85.9%,+2.82,1765.9
2025-12-28,GSW,GSW @ TOR,L,1572.7,70.4%,-14.08,1558.6
2025-12-28,MEM,MEM @ WAS,L,1526.0,75.6%,-15.12,1510.9
2025-12-28,BOS,BOS @ POR,L,1627.8,79.4%,-15.89,1611.9
2025-12-28,TOR,TOR vs. GSW,W,1397.3,24.0%,+15.2,1412.5
2025-12-28,LAC,LAC vs. DET,W,1556.9,37.3%,+12.54,1569.4
2025-12-28,SAC,SAC @ LAL,L,1376.3,36.5%,-7.29,1369.0
2025-12-28,PHI,PHI @ OKC,L,1454.7,14.9%,-2.98,1451.7
2025-12-27,PHX,PHX @ NOP,W,1613.4,81.1%,+3.79,1617.2
2025-12-27,BKN,BKN @ MIN,W,1438.8,21.5%,+15.7,1454.5
2025-12-27,ORL,ORL vs. DEN,W,1514.8,28.5%,+14.31,1529.1
2025-12-27,MIN,MIN vs. BKN,L,1630.0,71.2%,-14.25,1615.7
2025-12-27,CLE,CLE @ HOU,L,1447.9,27.0%,-5.4,1442.5
2025-12-27,ATL,ATL vs. NYK,L,1343.7,15.2%,-3.03,1340.6
2025-12-27,IND,IND @ MIA,L,1224.3,20.6%,-4.12,1220.2
2025-12-27,CHI,CHI vs. MIL,L,1415.9,57.8%,-11.57,1404.3
2025-12-27,MIA,MIA vs. IND,W,1452.2,78.1%,+4.37,1456.6
2025-12-27,MIL,MIL @ CHI,W,1344.6,37.6%,+12.47,1357.1
